"full_name","neo","diameter","albedo","epoch","e","a","i","om","w","ma","ad","n","tp","per","pha"
"       (2013 WR67)",Y,,,2460600.5,0.7158,2.554,4.93,263.37,75.08,252.11,4.38,0.2415,2461047.26,1.49e+03,Y
"       (2013 WF108)",Y,,,2460600.5,0.5736,1.994,23.45,238.96,309.03,263.69,3.14,0.35,2460875.68,1.03e+03,Y
"       (2013 XW3)",Y,,,2460600.5,0.4802,1.737,4.63,70.51,284.38,303.99,2.57,0.4305,2460730.60,836,Y
"       (2013 YC)",Y,,,2460600.5,0.9427,2.496,2.79,262.21,34.64,278.67,4.85,0.2499,2460925.88,1.44e+03,Y
"       (2013 YP139)",Y,0.402,0.025,2460600.5,0.6829,2.4,0.82,291.89,83.83,337.58,4.04,0.2651,2460685.10,1.36e+03,Y
"       (2014 BW2)",Y,,,2460600.5,0.4766,1.886,16.51,163.20,26.71,23.03,2.79,0.3805,2460539.97,946,Y
"       (2014 BX2)",Y,0.110,0.253,2460600.5,0.7610,2.215,2.25,135.81,99.97,70.56,3.90,0.299,2460364.52,1.2e+03,Y
"       (2014 CZ2)",Y,,,2460600.5,0.6370,2.332,13.79,123.55,111.87,329.19,3.82,0.2767,2460711.84,1.3e+03,Y
"       (2014 CY4)",Y,0.574,0.019,2460600.5,0.8186,2.655,15.02,126.57,289.47,184.10,4.83,0.2278,2461372.54,1.58e+03,Y
"       (2014 CD13)",Y,0.398,0.034,2460600.5,0.7562,2.209,6.88,332.31,284.49,73.68,3.88,0.3003,2460355.13,1.2e+03,Y
"       (2014 CU13)",Y,,,2460600.5,0.6738,2.154,5.94,356.10,249.89,115.26,3.60,0.3119,2460230.92,1.15e+03,Y
"       (2014 DM22)",Y,,,2460600.5,0.5592,1.8,42.14,119.90,112.73,101.36,2.81,0.408,2460352.05,882,Y
"       (2014 EQ12)",Y,,,2460600.5,0.7471,2.634,10.98,177.08,93.11,155.87,4.60,0.2305,2459924.28,1.56e+03,Y
"       (2014 EG45)",Y,,,2460600.5,0.4981,1.609,25.51,164.16,296.28,95.59,2.41,0.4831,2460402.61,745,Y
"       (2014 EQ49)",Y,0.379,0.023,2460600.5,0.2068,1.148,15.16,11.49,50.44,288.30,1.38,0.8016,2460689.95,449,Y
"       (2014 ER49)",Y,0.461,0.301,2460600.5,0.6419,2.826,13.67,100.26,160.14,62.33,4.64,0.2075,2460300.09,1.74e+03,Y
"       (2014 GE35)",Y,,,2460600.5,0.5207,1.891,19.16,223.39,232.10,52.21,2.88,0.379,2460462.74,950,Y
"       (2014 HE124)",Y,,,2456775.5,0.8487,1.959,18.73,204.34,229.78,21.09,3.62,0.3594,2456716.82,1e+03,Y
"       (2014 HK129)",Y,,,2460600.5,0.4889,1.7,6.71,93.84,45.32,279.99,2.53,0.4446,2460780.45,810,Y
"       (2014 HV177)",Y,,,2460600.5,0.5490,2.172,4.59,24.26,128.10,114.38,3.36,0.3079,2460229.07,1.17e+03,Y
"       (2014 JS54)",Y,,,2460600.5,0.8941,2.075,3.36,235.05,206.53,199.24,3.93,0.3298,2461087.96,1.09e+03,Y
"       (2014 JV55)",Y,0.321,0.156,2460600.5,0.6920,2.457,41.44,59.76,106.36,269.31,4.16,0.256,2460954.79,1.41e+03,Y
"       (2014 KM4)",Y,,,2460600.5,0.6867,2.77,5.19,143.53,11.11,91.92,4.67,0.2137,2460170.44,1.68e+03,Y
"       (2014 KP4)",Y,,,2460600.5,0.8208,2.322,9.32,249.01,235.96,353.47,4.23,0.2786,2460623.95,1.29e+03,Y
"       (2014 KZ45)",Y,,,2460600.5,0.4065,1.529,13.76,121.62,231.51,111.95,2.15,0.5214,2460385.80,690,Y
"       (2014 KT76)",Y,,,2460600.5,0.7009,2.483,4.43,207.95,298.43,256.80,4.22,0.2518,2461010.30,1.43e+03,Y
"       (2014 KP84)",Y,,,2460600.5,0.3513,1.488,22.34,56.21,29.47,18.01,2.01,0.5427,2460567.31,663,Y
"       (2014 KV86)",Y,0.644,0.032,2460600.5,0.6414,2.632,25.59,130.96,37.22,172.32,4.32,0.2308,2459854.02,1.56e+03,Y
"       (2014 KB91)",Y,,,2460600.5,0.5759,2.333,4.94,201.85,127.13,312.36,3.68,0.2767,2460772.68,1.3e+03,Y
"       (2014 MF6)",Y,,,2460600.5,0.6128,2.445,4.33,89.81,234.71,240.19,3.94,0.2578,2461065.15,1.4e+03,Y
"       (2014 MJ6)",Y,,,2460600.5,0.6421,1.843,4.49,271.45,102.60,16.35,3.03,0.3939,2460559.00,914,Y
"       (2014 MR26)",Y,,,2460600.5,0.8251,2.494,10.89,141.46,290.65,242.79,4.55,0.2502,2461068.92,1.44e+03,Y
"       (2014 MK55)",Y,,,2460600.5,0.3700,1.37,2.93,162.83,207.87,91.98,1.88,0.6146,2460450.85,586,Y
"       (2014 NB52)",Y,,,2460600.5,0.3737,1.253,24.41,279.38,115.36,58.06,1.72,0.7025,2460517.86,512,Y
"       (2014 NK52)",Y,0.502,0.021,2460600.5,0.8342,2.21,2.54,248.74,276.31,70.75,4.05,0.3,2460364.64,1.2e+03,Y
"       (2014 NG65)",Y,,,2460600.5,0.3857,1.363,8.35,97.31,305.33,92.04,1.89,0.6192,2460451.86,581,Y
"       (2014 OT111)",Y,,,2460600.5,0.5534,2.214,8.35,307.21,320.37,47.17,3.44,0.2992,2460442.84,1.2e+03,Y
"       (2014 OX299)",Y,,,2460600.5,0.8549,2.206,6.47,154.32,283.18,24.14,4.09,0.3008,2460520.24,1.2e+03,Y
"       (2014 OM339)",Y,,,2460600.5,0.6448,2.579,3.45,28.58,18.24,149.46,4.24,0.238,2459972.46,1.51e+03,Y
"       (2014 OJ392)",Y,,,2460600.5,0.2922,1.168,35.36,316.91,242.18,119.12,1.51,0.7806,2460447.90,461,Y
"       (2014 PS59)",Y,0.206,0.263,2460600.5,0.5459,1.964,14.13,162.48,222.85,234.56,3.04,0.358,2460950.92,1.01e+03,Y
"       (2014 PW59)",Y,0.412,0.045,2460600.5,0.7002,2.411,2.38,294.60,296.33,266.06,4.10,0.2633,2460957.30,1.37e+03,Y
"       (2014 QC3)",Y,,,2460600.5,0.3730,1.261,37.61,146.34,64.63,120.37,1.73,0.6964,2460427.66,517,Y
"       (2014 QO390)",Y,,,2460600.5,0.7967,1.265,21.26,325.43,231.20,76.30,2.27,0.6929,2460490.39,520,Y
"       (2014 QX432)",Y,,,2460600.5,0.5868,1.366,6.44,111.72,68.74,230.97,2.17,0.6171,2460809.59,583,Y
"       (2014 QK434)",Y,0.296,0.461,2460600.5,0.5033,1.941,5.98,252.25,166.14,234.01,2.92,0.3645,2460946.17,988,Y
"       (2014 SP142)",Y,,,2460600.5,0.4200,1.16,5.57,125.16,81.25,123.97,1.65,0.7886,2460443.30,457,Y
"       (2014 SM260)",Y,,,2460600.5,0.8861,2.253,7.75,335.54,248.29,10.07,4.25,0.2914,2460565.94,1.24e+03,Y
"       (2014 TN17)",Y,,,2460600.5,0.7029,2.255,16.29,0.51,106.29,326.07,3.84,0.2911,2460717.06,1.24e+03,Y
"       (2014 TW32)",Y,,,2460600.5,0.6245,2.544,14.63,326.91,10.09,177.27,4.13,0.2429,2459870.84,1.48e+03,Y
"       (2014 TA36)",Y,0.554,0.030,2460600.5,0.7064,2.839,6.13,228.95,256.47,12.57,4.85,0.206,2460539.45,1.75e+03,Y
"       (2014 UQ56)",Y,,,2460600.5,0.3241,1.437,39.91,45.41,182.47,99.40,1.90,0.5722,2460426.78,629,Y
"       (2014 VL6)",Y,0.242,0.091,2460600.5,0.3291,1.243,6.09,38.85,279.95,106.36,1.65,0.7109,2460450.89,506,Y
"       (2014 WD7)",Y,,,2460600.5,0.7508,2.262,2.31,218.75,308.76,308.83,3.96,0.2897,2460777.16,1.24e+03,Y
"       (2014 WZ120)",Y,0.297,0.126,2460600.5,0.6399,2.212,20.91,244.78,245.22,347.81,3.63,0.2997,2460641.18,1.2e+03,Y
"       (2014 WE365)",Y,,,2460600.5,0.5003,1.231,7.24,130.90,67.44,1.69,1.85,0.722,2460598.16,499,Y
"       (2014 WR367)",Y,,,2460600.5,0.6624,2.427,7.25,49.63,311.87,235.11,4.03,0.2607,2461079.60,1.38e+03,Y
"       (2014 WK368)",Y,0.486,0.021,2460600.5,0.7121,2.155,14.30,237.13,105.23,61.65,3.69,0.3115,2460402.58,1.16e+03,Y
"       (2014 XJ3)",Y,,,2460600.5,0.7248,2.136,1.18,22.90,161.36,37.13,3.68,0.3156,2460482.85,1.14e+03,Y
"       (2014 XL7)",Y,,,2460600.5,0.5331,1.654,7.50,74.45,250.79,277.90,2.54,0.4633,2460777.71,777,Y
"       (2014 YY8)",Y,,,2460600.5,0.5938,2.13,20.00,14.34,134.63,38.61,3.39,0.3171,2460478.73,1.14e+03,Y
"       (2014 YL14)",Y,0.355,0.081,2460600.5,0.7643,2.749,5.92,67.82,291.08,65.59,4.85,0.2162,2460297.16,1.66e+03,Y
"       (2014 YS34)",Y,0.129,0.505,2460600.5,0.3853,1.553,6.89,210.06,321.99,346.44,2.15,0.5091,2460627.13,707,Y
"       (2014 YW34)",Y,,,2460600.5,0.4255,1.407,6.03,314.30,57.31,0.50,2.01,0.5905,2460599.64,610,Y
"       (2015 AY245)",Y,0.374,0.042,2460600.5,0.1093,1.127,13.59,143.64,13.05,29.74,1.25,0.824,2460564.40,437,Y
"       (2015 BS4)",Y,,,2460600.5,0.6534,2.728,6.10,355.08,187.46,40.40,4.51,0.2187,2460415.78,1.65e+03,Y
"       (2015 BZ310)",Y,,,2460600.5,0.5547,2.032,4.08,304.97,271.56,100.14,3.16,0.3403,2460306.20,1.06e+03,Y
"       (2015 BL311)",Y,,,2460600.5,0.8441,2.367,1.72,220.29,143.34,253.57,4.36,0.2706,2460993.76,1.33e+03,Y
"       (2015 BN311)",Y,,,2460600.5,0.3234,1.416,16.81,98.56,228.17,49.06,1.87,0.5852,2460516.67,615,Y
"       (2015 BK515)",Y,,,2460600.5,0.4467,1.75,5.26,152.25,59.52,26.11,2.53,0.4258,2460539.17,845,Y
"       (2015 BO519)",Y,,,2457044.5,0.8517,3.597,6.11,215.74,279.88,353.84,6.66,0.1445,2457087.11,2.49e+03,Y
"       (2015 CX12)",Y,0.184,0.533,2460600.5,0.6099,2.003,5.74,195.90,227.53,169.17,3.22,0.3478,2460114.04,1.04e+03,Y
"       (2015 CV13)",Y,0.437,0.070,2460600.5,0.2883,1.338,13.04,124.79,132.53,6.83,1.72,0.6366,2460589.76,565,Y
"       (2015 CZ13)",Y,,,2460600.5,0.7635,2.802,19.05,145.70,77.61,2.89,4.94,0.2102,2460586.77,1.71e+03,Y
"       (2015 DB1)",Y,,,2460600.5,0.2546,1.155,38.12,144.42,242.42,12.45,1.45,0.7942,2460584.82,453,Y
"       (2015 DH155)",Y,,,2460600.5,0.6993,2.449,12.47,169.82,262.11,204.61,4.16,0.2572,2461204.73,1.4e+03,Y
"       (2015 DU180)",Y,0.435,0.045,2460600.5,0.9220,1.926,4.86,51.75,315.42,240.57,3.70,0.3686,2460924.48,977,Y
"       (2015 DC200)",Y,,,2460600.5,0.8656,1.776,3.05,224.01,85.87,349.83,3.31,0.4164,2460624.93,864,Y
"       (2015 DN215)",Y,0.535,0.074,2460600.5,0.7485,2.74,10.36,3.22,80.73,55.89,4.79,0.2173,2460343.30,1.66e+03,Y
"       (2015 EK7)",Y,,,2460600.5,0.3667,1.511,3.43,140.76,125.81,1.20,2.06,0.5308,2460598.23,678,Y
"       (2015 EO61)",Y,,,2460600.5,0.7343,1.455,1.98,43.63,261.37,118.73,2.52,0.5613,2460388.98,641,Y
"       (2015 FJ)",Y,,,2460600.5,0.7844,2.584,8.25,189.40,100.06,91.28,4.61,0.2372,2460215.75,1.52e+03,Y
"       (2015 FL)",Y,0.232,0.131,2460600.5,0.6515,2.686,15.71,11.66,224.79,52.27,4.44,0.2239,2460367.02,1.61e+03,Y
"       (2015 FF35)",Y,,,2460600.5,0.5214,1.883,8.82,235.14,35.44,206.79,2.86,0.3815,2461002.14,944,Y
"       (2015 FS117)",Y,,,2460600.5,0.2544,1.187,28.37,356.56,54.19,245.51,1.49,0.7625,2460750.65,472,Y
"       (2015 FN118)",Y,,,2460600.5,0.5446,1.652,27.67,195.08,247.64,234.22,2.55,0.4641,2460871.55,776,Y
"       (2015 FT118)",Y,,,2460600.5,0.1907,1.167,21.10,196.74,154.62,78.04,1.39,0.7817,2460500.67,461,Y
"       (2015 FV284)",Y,,,2460600.5,0.4891,1.782,8.82,317.14,148.51,32.77,2.65,0.4142,2460521.37,869,Y
"       (2015 FS332)",Y,,,2460600.5,0.4746,1.807,35.13,193.51,135.79,273.72,2.66,0.4059,2460813.08,887,Y
"       (2015 GS)",Y,0.262,0.149,2460600.5,0.4769,1.727,11.85,113.79,20.98,93.52,2.55,0.4342,2460385.13,829,Y
"       (2015 GY)",Y,0.143,0.180,2460600.5,0.2001,1.068,11.81,207.76,108.67,128.19,1.28,0.8929,2460456.95,403,Y
"       (2015 GZ13)",Y,,,2460600.5,0.5982,1.821,33.51,44.58,282.40,265.12,2.91,0.401,2460837.13,898,Y
"       (2015 HR11)",Y,,,2460600.5,0.1692,1.214,31.16,210.69,198.05,171.61,1.42,0.7367,2460367.58,489,Y
"       (2015 HY116)",Y,,,2460600.5,0.6935,2.727,14.12,92.72,248.45,352.69,4.62,0.2189,2460633.90,1.64e+03,Y
"       (2015 HX176)",Y,,,2460600.5,0.8043,3.88,28.44,15.56,123.95,89.01,7.00,0.129,2459910.33,2.79e+03,Y
"       (2015 HV182)",Y,,,2460600.5,0.2805,1.405,0.68,155.20,254.93,33.33,1.80,0.592,2460544.19,608,Y
"       (2015 JV)",Y,,,2460600.5,0.6719,2.451,7.23,87.15,74.04,175.87,4.10,0.2569,2459915.93,1.4e+03,Y
"       (2015 JD1)",Y,,,2460600.5,0.2225,1.218,19.14,221.15,128.11,279.02,1.49,0.733,2460710.98,491,Y
"       (2015 KB19)",Y,,,2460600.5,0.4344,1.72,7.02,253.02,40.29,34.40,2.47,0.437,2460521.77,824,Y
"       (2015 KH157)",Y,0.582,0.052,2460600.5,0.5323,1.792,21.55,89.32,51.31,356.08,2.75,0.4109,2460610.03,876,Y
"       (2015 KL157)",Y,1.288,0.024,2460600.5,0.6175,2.643,35.52,279.23,5.14,53.42,4.28,0.2293,2460367.56,1.57e+03,Y
"       (2015 MW53)",Y,,,2460600.5,0.1968,1.202,36.46,85.51,314.84,280.92,1.44,0.7477,2460706.26,481,Y
"       (2015 MG116)",Y,,,2457201.5,0.5667,1.467,2.46,174.84,201.73,326.51,2.30,0.5546,2457261.89,649,Y
"       (2015 NU2)",Y,,,2460600.5,0.6481,1.139,8.14,243.62,279.95,276.72,1.88,0.8107,2460703.23,444,Y
"       (2015 NJ3)",Y,,,2460600.5,0.6708,1.688,12.28,134.39,251.44,47.98,2.82,0.4494,2460493.75,801,Y
"       (2015 NK13)",Y,,,2460600.5,0.5587,2.254,8.10,192.89,192.44,239.21,3.51,0.2913,2461015.23,1.24e+03,Y
"       (2015 NU13)",Y,,,2460600.5,0.5903,1.83,4.22,139.78,260.55,205.80,2.91,0.3983,2460987.67,904,Y
"       (2015 NZ13)",Y,0.258,0.152,2460600.5,0.7808,2.015,6.58,175.39,239.68,62.74,3.59,0.3445,2460418.41,1.04e+03,Y
"       (2015 OC22)",Y,,,2460600.5,0.9028,2.148,11.65,124.73,321.65,314.14,4.09,0.3131,2460746.96,1.15e+03,Y
"       (2015 OL35)",Y,,,2460600.5,0.6449,2.587,4.49,134.65,296.39,52.55,4.25,0.2369,2460378.72,1.52e+03,Y
"       (2015 PM)",Y,,,2460600.5,0.6330,1.308,7.47,181.05,244.31,6.74,2.14,0.6592,2460590.27,546,Y
"       (2015 PR228)",Y,,,2460600.5,0.6894,2.595,7.28,320.47,107.21,36.07,4.38,0.2358,2460447.49,1.53e+03,Y
"       (2015 PU228)",Y,0.328,0.125,2460600.5,0.7863,2.291,9.42,299.21,274.34,254.98,4.09,0.2843,2460969.91,1.27e+03,Y
"       (2015 PM307)",Y,,,2457249.5,0.8604,2.18,8.03,142.10,319.18,343.91,4.06,0.3062,2457302.05,1.18e+03,Y
"       (2015 QO3)",Y,,,2460600.5,0.8503,2.266,10.05,158.72,308.42,225.96,4.19,0.289,2461064.27,1.25e+03,Y
"       (2015 RA36)",Y,,,2460600.5,0.6416,2.602,34.50,156.08,157.67,68.68,4.27,0.2348,2460307.96,1.53e+03,Y
"       (2015 RP82)",Y,,,2460600.5,0.6189,2.473,24.68,193.69,36.27,165.70,4.00,0.2535,2459946.81,1.42e+03,Y
"       (2015 SY16)",Y,,,2460600.5,0.4989,1.243,5.27,294.47,305.78,253.50,1.86,0.7111,2460750.26,506,Y
"       (2015 TX24)",Y,0.252,0.070,2460600.5,0.8741,2.262,6.11,32.29,127.78,214.93,4.24,0.2897,2461101.19,1.24e+03,Y
"       (2015 TV144)",Y,,,2460600.5,0.6536,2.424,12.71,90.38,57.56,113.70,4.01,0.2612,2460165.20,1.38e+03,Y
"       (2015 TB145)",Y,,,2460600.5,0.8597,2.102,39.72,37.62,121.79,326.39,3.91,0.3235,2460704.42,1.11e+03,Y
"       (2015 TH145)",Y,,,2460600.5,0.7172,2.971,12.79,351.82,128.99,258.77,5.10,0.1925,2461126.50,1.87e+03,Y
"       (2015 TK178)",Y,,,2460600.5,0.5656,2.316,11.36,86.10,212.04,242.21,3.63,0.2797,2461021.60,1.29e+03,Y
"       (2015 TL178)",Y,,,2460600.5,0.6890,2.094,6.65,68.57,55.32,329.50,3.54,0.3253,2460694.25,1.11e+03,Y
"       (2015 TR178)",Y,,,2460600.5,0.6890,2.374,10.50,200.59,82.28,189.15,4.01,0.2694,2461234.68,1.34e+03,Y
"       (2015 TM237)",Y,,,2460600.5,0.5380,1.573,13.79,159.73,90.91,344.21,2.42,0.4996,2460632.09,721,Y
"       (2015 TY237)",Y,,,2460600.5,0.4996,1.219,5.73,111.31,119.30,336.07,1.83,0.732,2460633.19,492,Y
"       (2015 TK238)",Y,0.076,0.540,2460600.5,0.6071,2.41,3.68,170.12,161.99,156.55,3.87,0.2635,2460006.40,1.37e+03,Y
"       (2015 TD323)",Y,0.332,0.176,2457310.5,0.6310,1.616,48.91,13.92,95.90,333.27,2.64,0.4797,2457366.22,750,Y
"       (2015 TE323)",Y,,,2460600.5,0.5989,2.201,9.59,194.26,323.78,209.03,3.52,0.3019,2461100.61,1.19e+03,Y
"       (2015 UK52)",Y,0.213,0.353,2460600.5,0.3688,1.555,20.95,239.10,216.82,189.74,2.13,0.5081,2460935.57,708,Y
"       (2015 VE1)",Y,0.139,0.368,2460600.5,0.5671,2.246,1.90,98.27,273.52,244.92,3.52,0.2928,2460993.47,1.23e+03,Y
"       (2015 WA2)",Y,,,2460600.5,0.6294,1.599,14.60,31.64,273.34,180.52,2.61,0.4872,2460968.85,739,Y
"       (2015 WG9)",Y,0.480,0.047,2460600.5,0.6914,2.033,34.37,239.36,90.04,42.28,3.44,0.34,2460476.13,1.06e+03,Y
"       (2015 XP129)",Y,,,2460600.5,0.3946,1.586,20.05,269.48,16.89,261.72,2.21,0.4934,2460799.69,730,Y
"       (2015 XD130)",Y,0.936,0.032,2460600.5,0.4633,1.483,32.99,253.55,297.87,268.58,2.17,0.546,2460767.94,659,Y
"       (2015 XK261)",Y,,,2460600.5,0.5808,2.248,8.09,208.73,318.54,204.75,3.55,0.2925,2461131.26,1.23e+03,Y
"       (2015 XK351)",Y,,,2460600.5,0.5758,1.606,11.83,135.98,67.67,89.23,2.53,0.4845,2460416.33,743,Y
"       (2015 XU378)",Y,,,2460600.5,0.4859,1.974,23.75,89.67,3.23,64.91,2.93,0.3554,2460417.85,1.01e+03,Y
"       (2015 YY9)",Y,,,2457390.5,0.5643,1.864,8.29,78.12,300.10,23.08,2.92,0.3871,2457330.88,930,Y
"       (2016 AL8)",Y,0.422,0.047,2460600.5,0.4330,1.779,7.91,144.94,24.08,232.10,2.55,0.4153,2460908.49,867,Y
"       (2016 AZ8)",Y,0.215,0.138,2460600.5,0.3552,1.321,5.59,89.99,318.57,318.15,1.79,0.6491,2460664.97,555,Y
"       (2016 AA10)",Y,0.271,0.200,2460600.5,0.5093,1.879,12.66,59.73,342.52,162.31,2.84,0.3826,2460176.22,941,Y
"       (2016 AC65)",Y,,,2460600.5,0.7289,1.629,10.58,282.17,59.22,119.90,2.82,0.4741,2460347.62,759,Y
"       (2016 AH193)",Y,,,2460600.5,0.7662,1.433,17.85,125.54,242.44,67.21,2.53,0.5748,2460483.57,626,Y
"       (2016 BE1)",Y,,,2460600.5,0.6075,2.347,7.52,57.72,17.42,168.12,3.77,0.2741,2459987.15,1.31e+03,Y
"       (2016 BP14)",Y,0.285,0.072,2460600.5,0.7541,2.889,1.98,165.07,228.27,290.24,5.07,0.2007,2460948.14,1.79e+03,Y
"       (2016 BV14)",Y,,,2460600.5,0.7145,2.355,7.70,137.51,261.88,166.87,4.04,0.2727,2459988.69,1.32e+03,Y
"       (2016 BZ14)",Y,1.214,0.052,2460600.5,0.6655,2.86,31.16,137.26,32.41,281.11,4.76,0.2037,2460987.76,1.77e+03,Y
"       (2016 BD15)",Y,,,2460600.5,0.3111,1.467,35.54,303.24,203.35,308.99,1.92,0.5549,2460692.43,649,Y
"       (2016 BR80)",Y,0.208,0.123,2460600.5,0.4525,1.703,12.07,8.73,160.58,318.05,2.47,0.4436,2460695.07,812,Y
"       (2016 CS29)",Y,,,2460600.5,0.5550,1.972,13.96,173.91,39.50,16.54,3.07,0.3558,2460554.00,1.01e+03,Y
"       (2016 CW137)",Y,,,2460600.5,0.6539,2.407,37.68,133.01,316.29,140.26,3.98,0.264,2460069.19,1.36e+03,Y
"       (2016 CU193)",Y,,,2460600.5,0.3561,1.472,49.89,322.37,323.12,201.18,2.00,0.5516,2460888.41,653,Y
"       (2016 CW193)",Y,,,2460600.5,0.6713,2.478,6.51,184.94,235.28,95.65,4.14,0.2527,2460221.95,1.42e+03,Y
"       (2016 CO247)",Y,,,2460600.5,0.5133,1.419,18.36,292.19,90.32,115.17,2.15,0.5829,2460402.91,618,Y
"       (2016 CR247)",Y,,,2460600.5,0.0916,1.108,14.17,359.27,57.92,254.00,1.21,0.8455,2460725.87,426,Y
"       (2016 CL264)",Y,,,2460600.5,0.5749,1.647,34.12,138.46,100.37,337.45,2.59,0.4661,2460648.87,772,Y
"       (2016 EF28)",Y,,,2460600.5,0.6570,1.871,5.16,143.90,292.13,153.09,3.10,0.3852,2460203.07,935,Y
"       (2016 EJ56)",Y,,,2460600.5,0.4548,1.39,28.37,168.62,95.14,39.43,2.02,0.6011,2460534.90,599,Y
"       (2016 EL56)",Y,,,2460600.5,0.8560,2.029,11.35,334.53,70.29,8.90,3.77,0.3411,2460574.42,1.06e+03,Y
"       (2016 EU85)",Y,,,2460600.5,0.4822,1.848,2.59,359.38,23.58,243.24,2.74,0.3922,2460898.16,918,Y
"       (2016 EH157)",Y,0.231,0.121,2460600.5,0.6246,2.434,10.04,22.85,198.24,83.34,3.95,0.2596,2460279.43,1.39e+03,Y
"       (2016 EZ157)",Y,,,2460600.5,0.6185,2.65,12.35,267.20,1.18,321.53,4.29,0.2285,2460768.83,1.58e+03,Y
"       (2016 FY3)",Y,0.205,0.125,2460600.5,0.6887,2.626,22.44,35.91,238.39,348.52,4.43,0.2316,2460650.07,1.55e+03,Y
"       (2016 FC15)",Y,,,2460600.5,0.3947,1.5,5.48,249.15,206.80,275.72,2.09,0.5364,2460757.62,671,Y
"       (2016 FG60)",Y,,,2460600.5,0.6087,1.406,9.32,297.41,102.30,131.42,2.26,0.5911,2460378.15,609,Y
"       (2016 GQ134)",Y,,,2460600.5,0.4724,1.494,12.25,22.65,301.97,163.18,2.20,0.5397,2460298.14,667,Y
"       (2016 GD135)",Y,,,2460600.5,0.5683,1.971,9.40,232.81,59.16,349.45,3.09,0.3563,2460630.11,1.01e+03,Y
"       (2016 GX221)",Y,,,2460600.5,0.8789,2.495,6.91,187.56,250.69,70.34,4.69,0.25,2460319.17,1.44e+03,Y
"       (2016 GD241)",Y,,,2460600.5,0.7691,1.488,11.67,30.10,314.54,212.69,2.63,0.5431,2460871.73,663,Y
"       (2016 HN3)",Y,0.371,0.029,2460600.5,0.5557,2.148,19.35,64.21,199.82,239.02,3.34,0.313,2460987.03,1.15e+03,Y
"       (2016 HV3)",Y,,,2460600.5,0.3284,1.438,23.79,214.12,145.87,217.27,1.91,0.5714,2460850.30,630,Y
"       (2016 JW5)",Y,,,2460600.5,0.6737,2.725,2.96,172.66,352.26,332.58,4.56,0.2191,2460725.66,1.64e+03,Y
"       (2016 JJ24)",Y,,,2460600.5,0.7582,1.31,10.86,190.12,230.07,344.82,2.30,0.6571,2460623.60,548,Y
"       (2016 JU33)",Y,0.174,0.304,2460600.5,0.5335,1.828,3.88,293.11,223.89,170.76,2.80,0.3989,2460172.39,903,Y
"       (2016 JT38)",Y,,,2457512.5,0.6506,2.329,0.90,236.43,88.52,332.74,3.84,0.2772,2457610.84,1.3e+03,Y
"       (2016 KR3)",Y,,,2460600.5,0.5194,1.302,24.23,208.24,269.30,283.70,1.98,0.6631,2460715.57,543,Y
"       (2016 LN1)",Y,,,2460600.5,0.5620,2.249,6.32,320.91,25.35,153.07,3.51,0.2922,2460076.70,1.23e+03,Y
"       (2016 LV47)",Y,0.237,0.314,2457551.5,0.8634,1.786,15.19,92.15,317.15,339.00,3.33,0.4129,2457602.34,872,Y
"       (2016 LX48)",Y,0.864,0.045,2460600.5,0.6913,3.222,5.58,327.28,4.04,145.76,5.45,0.1704,2459745.34,2.11e+03,Y
"       (2016 NV)",Y,,,2460600.5,0.2366,1.266,16.29,255.15,145.16,199.17,1.57,0.692,2460832.91,520,Y
"       (2016 NG15)",Y,,,2460600.5,0.6027,1.837,23.09,267.95,108.49,86.66,2.94,0.3959,2460381.60,909,Y
"       (2016 NT22)",Y,,,2460600.5,0.8703,1.246,17.79,315.76,146.25,266.78,2.33,0.7089,2460732.00,508,Y
"       (2016 NQ32)",Y,,,2460600.5,0.4178,1.515,3.53,212.43,170.10,106.07,2.15,0.5287,2460399.88,681,Y
"       (2016 NG33)",Y,,,2460600.5,0.0950,1.037,29.92,136.74,39.35,47.22,1.14,0.9327,2460549.87,386,Y
"       (2016 OK1)",Y,,,2460600.5,0.6018,2.173,13.75,247.29,139.37,170.06,3.48,0.3078,2460047.94,1.17e+03,Y
"       (2016 PF8)",Y,,,2460600.5,0.5629,1.13,5.67,109.58,79.21,0.10,1.77,0.821,2460600.38,439,Y
"       (2016 PR8)",Y,1.349,0.029,2460600.5,0.6769,2.841,16.33,97.57,312.40,236.79,4.76,0.2058,2461199.21,1.75e+03,Y
"       (2016 PN38)",Y,0.196,0.153,2460600.5,0.6175,2.462,3.58,343.53,56.56,21.04,3.98,0.2552,2460518.06,1.41e+03,Y
"       (2016 PR38)",Y,,,2460600.5,0.4282,1.657,4.70,176.75,225.47,262.99,2.37,0.4621,2460810.42,779,Y
"       (2016 PO39)",Y,,,2460600.5,0.5217,1.844,33.13,335.93,219.03,167.14,2.81,0.3937,2460176.00,914,Y
"       (2016 PQ39)",Y,,,2460600.5,0.5362,1.663,7.85,18.18,53.83,246.80,2.55,0.4597,2460846.74,783,Y
"       (2016 PZ39)",Y,,,2460600.5,0.7866,2.267,4.25,79.67,118.32,163.54,4.05,0.2887,2460033.93,1.25e+03,Y
"       (2016 QJ44)",Y,,,2460600.5,0.3179,1.384,10.43,323.03,160.62,239.58,1.82,0.6054,2460799.41,595,Y
"       (2016 QC45)",Y,,,2460600.5,0.6672,2.649,24.20,331.22,310.09,329.99,4.42,0.2286,2460731.76,1.57e+03,Y
